Date,Rate,Change
9/14/11,0.1250,0.0000
9/15/11,0.1250,0.0000
9/16/11,0.1250,0.0000
9/19/11,0.1250,0.0000
9/20/11,0.1250,0.0000
9/21/11,0.1250,0.0000
9/22/11,0.1250,0.0000
9/23/11,0.1250,0.0000
9/26/11,0.1250,0.0000
9/27/11,0.1250,0.0000
9/28/11,0.1250,0.0000
9/29/11,0.1250,0.0000
9/30/11,0.1250,0.0000
10/3/11,0.1250,0.0000
10/4/11,0.1250,0.0000
10/5/11,0.1250,0.0000
10/6/11,0.1250,0.0000
10/7/11,0.1250,0.0000
10/10/11,0.1250,0.0000
10/11/11,0.1250,0.0000
10/12/11,0.1250,0.0000
10/13/11,0.1250,0.0000
10/14/11,0.1250,0.0000
10/17/11,0.1250,0.0000
10/18/11,0.1250,0.0000
10/19/11,0.1250,0.0000
10/20/11,0.1250,0.0000
10/21/11,0.1250,0.0000
10/24/11,0.1250,0.0000
10/25/11,0.1250,0.0000
10/26/11,0.1250,0.0000
10/27/11,0.1250,0.0000
10/28/11,0.1250,0.0000
10/31/11,0.1250,0.0000
11/1/11,0.1250,0.0000
11/2/11,0.1250,0.0000
11/3/11,0.1250,0.0000
11/4/11,0.1250,0.0000
11/7/11,0.1250,0.0000
11/8/11,0.1250,0.0000
11/9/11,0.1250,0.0000
11/10/11,0.1250,0.0000
11/11/11,0.1250,0.0000
11/14/11,0.1250,0.0000
11/15/11,0.1250,0.0000
11/16/11,0.1250,0.0000
11/17/11,0.1250,0.0000
11/18/11,0.1250,0.0000
11/21/11,0.1250,0.0000
11/22/11,0.1250,0.0000
11/23/11,0.1250,0.0000
11/24/11,0.1250,0.0000
11/25/11,0.1250,0.0000
11/28/11,0.1250,0.0000
11/29/11,0.1250,0.0000
11/30/11,0.1250,0.0000
12/1/11,0.1250,0.0000
12/2/11,0.1250,0.0000
12/5/11,0.1250,0.0000
12/6/11,0.1250,0.0000
12/7/11,0.1250,0.0000
12/8/11,0.1250,0.0000
12/9/11,0.1250,0.0000
12/12/11,0.1250,0.0000
12/13/11,0.1250,0.0000
12/14/11,0.1250,0.0000
12/15/11,0.1250,0.0000
12/16/11,0.1250,0.0000
12/19/11,0.1250,0.0000
12/20/11,0.1250,0.0000
12/21/11,0.1250,0.0000
12/22/11,0.1250,0.0000
12/23/11,0.1250,0.0000
12/26/11,0.1250,0.0000
12/27/11,0.1250,0.0000
12/28/11,0.1250,0.0000
12/29/11,0.1250,0.0000
12/30/11,0.1250,0.0000
1/2/12,0.1250,0.0000
1/3/12,0.1250,0.0000
1/4/12,0.1250,0.0000
1/5/12,0.1250,0.0000
1/6/12,0.1250,0.0000
1/9/12,0.1250,0.0000
1/10/12,0.1250,0.0000
1/11/12,0.1250,0.0000
1/12/12,0.1250,0.0000
1/13/12,0.1250,0.0000
1/16/12,0.1250,0.0000
1/17/12,0.1250,0.0000
1/18/12,0.1250,0.0000
1/19/12,0.1250,0.0000
1/20/12,0.1250,0.0000
1/23/12,0.1250,0.0000
1/24/12,0.1250,0.0000
1/25/12,0.1250,0.0000
1/26/12,0.1250,0.0000
1/27/12,0.1250,0.0000
1/30/12,0.1250,0.0000
1/31/12,0.1250,0.0000
2/1/12,0.1250,0.0000
2/2/12,0.1250,0.0000
2/3/12,0.1250,0.0000
2/6/12,0.1250,0.0000
2/7/12,0.1250,0.0000
2/8/12,0.1250,0.0000
2/9/12,0.1250,0.0000
2/10/12,0.1250,0.0000
2/13/12,0.1250,0.0000
2/14/12,0.1250,0.0000
2/15/12,0.1250,0.0000
2/16/12,0.1250,0.0000
2/17/12,0.1250,0.0000
2/20/12,0.1250,0.0000
2/21/12,0.1250,0.0000
2/22/12,0.1250,0.0000
2/23/12,0.1250,0.0000
2/24/12,0.1250,0.0000
2/27/12,0.1250,0.0000
2/28/12,0.1250,0.0000
2/29/12,0.1250,0.0000
3/1/12,0.1250,0.0000
3/2/12,0.1250,0.0000
3/5/12,0.1250,0.0000
3/6/12,0.1250,0.0000
3/7/12,0.1250,0.0000
3/8/12,0.1250,0.0000
3/9/12,0.1250,0.0000
3/12/12,0.1250,0.0000
3/13/12,0.1250,0.0000
3/14/12,0.1250,0.0000
3/15/12,0.1250,0.0000
3/16/12,0.1250,0.0000
3/19/12,0.1250,0.0000
3/20/12,0.1250,0.0000
3/21/12,0.1250,0.0000
3/22/12,0.1250,0.0000
3/23/12,0.1250,0.0000
3/26/12,0.1250,0.0000
3/27/12,0.1250,0.0000
3/28/12,0.1250,0.0000
3/29/12,0.1250,0.0000
3/30/12,0.1250,0.0000
4/2/12,0.1250,0.0000
4/3/12,0.1250,0.0000
4/4/12,0.1250,0.0000
4/5/12,0.1250,0.0000
4/6/12,0.1250,0.0000
4/9/12,0.1250,0.0000
4/10/12,0.1250,0.0000
4/11/12,0.1250,0.0000
4/12/12,0.1250,0.0000
4/13/12,0.1250,0.0000
4/16/12,0.1250,0.0000
4/17/12,0.1250,0.0000
4/18/12,0.1250,0.0000
4/19/12,0.1250,0.0000
4/20/12,0.1250,0.0000
4/23/12,0.1250,0.0000
4/24/12,0.1250,0.0000
4/25/12,0.1250,0.0000
4/26/12,0.1250,0.0000
4/27/12,0.1250,0.0000
4/30/12,0.1250,0.0000
5/1/12,0.1250,0.0000
5/2/12,0.1250,0.0000
5/3/12,0.1250,0.0000
5/4/12,0.1250,0.0000
5/7/12,0.1250,0.0000
5/8/12,0.1250,0.0000
5/9/12,0.1250,0.0000
5/10/12,0.1250,0.0000
5/11/12,0.1250,0.0000
5/14/12,0.1250,0.0000
5/15/12,0.1250,0.0000
5/16/12,0.1250,0.0000
5/17/12,0.1250,0.0000
5/18/12,0.1250,0.0000
5/21/12,0.1250,0.0000
5/22/12,0.1250,0.0000
5/23/12,0.1250,0.0000
5/24/12,0.1250,0.0000
5/25/12,0.1250,0.0000
5/28/12,0.1250,0.0000
5/29/12,0.1250,0.0000
5/30/12,0.1250,0.0000
5/31/12,0.1250,0.0000
6/1/12,0.1250,0.0000
6/4/12,0.1250,0.0000
6/5/12,0.1250,0.0000
6/6/12,0.1250,0.0000
6/7/12,0.1250,0.0000
6/8/12,0.1250,0.0000
6/11/12,0.1250,0.0000
6/12/12,0.1250,0.0000
6/13/12,0.1250,0.0000
6/14/12,0.1250,0.0000
6/15/12,0.1250,0.0000
6/18/12,0.1250,0.0000
6/19/12,0.1250,0.0000
6/20/12,0.1250,0.0000
6/21/12,0.1250,0.0000
6/22/12,0.1250,0.0000
6/25/12,0.1250,0.0000
6/26/12,0.1250,0.0000
6/27/12,0.1250,0.0000
6/28/12,0.1250,0.0000
6/29/12,0.1250,0.0000
7/2/12,0.1250,0.0000
7/3/12,0.1250,0.0000
7/4/12,0.1250,0.0000
7/5/12,0.1250,0.0000
7/6/12,0.1250,0.0000
7/9/12,0.1250,0.0000
7/10/12,0.1250,0.0000
7/11/12,0.1250,0.0000
7/12/12,0.1250,0.0000
7/13/12,0.1250,0.0000
7/16/12,0.1250,0.0000
7/17/12,0.1250,0.0000
7/18/12,0.1250,0.0000
7/19/12,0.1250,0.0000
7/20/12,0.1250,0.0000
7/23/12,0.1250,0.0000
7/24/12,0.1250,0.0000
7/25/12,0.1250,0.0000
7/26/12,0.1250,0.0000
7/27/12,0.1250,0.0000
7/30/12,0.1250,0.0000
7/31/12,0.1250,0.0000
8/1/12,0.1250,0.0000
8/2/12,0.1250,0.0000
8/3/12,0.1250,0.0000
8/6/12,0.1250,0.0000
8/7/12,0.1250,0.0000
8/8/12,0.1250,0.0000
8/9/12,0.1250,0.0000
8/10/12,0.1250,0.0000
8/13/12,0.1250,0.0000
8/14/12,0.1250,0.0000
8/15/12,0.1250,0.0000
8/16/12,0.1250,0.0000
8/17/12,0.1250,0.0000
8/20/12,0.1250,0.0000
8/21/12,0.1250,0.0000
8/22/12,0.1250,0.0000
8/23/12,0.1250,0.0000
8/24/12,0.1250,0.0000
8/27/12,0.1250,0.0000
8/28/12,0.1250,0.0000
8/29/12,0.1250,0.0000
8/30/12,0.1250,0.0000
8/31/12,0.1250,0.0000
9/3/12,0.1250,0.0000
9/4/12,0.1250,0.0000
9/5/12,0.1250,0.0000
9/6/12,0.1250,0.0000
9/7/12,0.1250,0.0000
9/10/12,0.1250,0.0000
9/11/12,0.1250,0.0000
9/12/12,0.1250,0.0000
9/13/12,0.1250,0.0000
9/14/12,0.1250,0.0000
9/17/12,0.1250,0.0000
9/18/12,0.1250,0.0000
9/19/12,0.1250,0.0000
9/20/12,0.1250,0.0000
9/21/12,0.1250,0.0000
9/24/12,0.1250,0.0000
9/25/12,0.1250,0.0000
9/26/12,0.1250,0.0000
9/27/12,0.1250,0.0000
9/28/12,0.1250,0.0000
10/1/12,0.1250,0.0000
10/2/12,0.1250,0.0000
10/3/12,0.1250,0.0000
10/4/12,0.1250,0.0000
10/5/12,0.1250,0.0000
10/8/12,0.1250,0.0000
10/9/12,0.1250,0.0000
10/10/12,0.1250,0.0000
10/11/12,0.1250,0.0000
10/12/12,0.1250,0.0000
10/15/12,0.1250,0.0000
10/16/12,0.1250,0.0000
10/17/12,0.1250,0.0000
10/18/12,0.1250,0.0000
10/19/12,0.1250,0.0000
10/22/12,0.1250,0.0000
10/23/12,0.1250,0.0000
10/24/12,0.1250,0.0000
10/25/12,0.1250,0.0000
10/26/12,0.1250,0.0000
10/29/12,0.1250,0.0000
10/30/12,0.1250,0.0000
10/31/12,0.1250,0.0000
11/1/12,0.1250,0.0000
11/2/12,0.1250,0.0000
11/5/12,0.1250,0.0000
11/6/12,0.1250,0.0000
11/7/12,0.1250,0.0000
11/8/12,0.1250,0.0000
11/9/12,0.1250,0.0000
11/12/12,0.1250,0.0000
11/13/12,0.1250,0.0000
11/14/12,0.1250,0.0000
11/15/12,0.1250,0.0000
11/16/12,0.1250,0.0000
11/19/12,0.1250,0.0000
11/20/12,0.1250,0.0000
11/21/12,0.1250,0.0000
11/22/12,0.1250,0.0000
11/23/12,0.1250,0.0000
11/26/12,0.1250,0.0000
11/27/12,0.1250,0.0000
11/28/12,0.1250,0.0000
11/29/12,0.1250,0.0000
11/30/12,0.1250,0.0000
12/3/12,0.1250,0.0000
12/4/12,0.1250,0.0000
12/5/12,0.1250,0.0000
12/6/12,0.1250,0.0000
12/7/12,0.1250,0.0000
12/10/12,0.1250,0.0000
12/11/12,0.1250,0.0000
12/12/12,0.1250,0.0000
12/13/12,0.1250,0.0000
12/14/12,0.1250,0.0000
12/17/12,0.1250,0.0000
12/18/12,0.1250,0.0000
12/19/12,0.1250,0.0000
12/20/12,0.1250,0.0000
12/21/12,0.1250,0.0000
12/24/12,0.1250,0.0000
12/25/12,0.1250,0.0000
12/26/12,0.1250,0.0000
12/27/12,0.1250,0.0000
12/28/12,0.1250,0.0000
12/31/12,0.1250,0.0000
1/1/13,0.1250,0.0000
1/2/13,0.1250,0.0000
1/3/13,0.1250,0.0000
1/4/13,0.1250,0.0000
1/7/13,0.1250,0.0000
1/8/13,0.1250,0.0000
1/9/13,0.1250,0.0000
1/10/13,0.1250,0.0000
1/11/13,0.1250,0.0000
1/14/13,0.1250,0.0000
1/15/13,0.1250,0.0000
1/16/13,0.1250,0.0000
1/17/13,0.1250,0.0000
1/18/13,0.1250,0.0000
1/21/13,0.1250,0.0000
1/22/13,0.1250,0.0000
1/23/13,0.1250,0.0000
1/24/13,0.1250,0.0000
1/25/13,0.1250,0.0000
1/28/13,0.1250,0.0000
1/29/13,0.1250,0.0000
1/30/13,0.1250,0.0000
1/31/13,0.1250,0.0000
2/1/13,0.1250,0.0000
2/4/13,0.1250,0.0000
2/5/13,0.1250,0.0000
2/6/13,0.1250,0.0000
2/7/13,0.1250,0.0000
2/8/13,0.1250,0.0000
2/11/13,0.1250,0.0000
2/12/13,0.1250,0.0000
2/13/13,0.1250,0.0000
2/14/13,0.1250,0.0000
2/15/13,0.1250,0.0000
2/18/13,0.1250,0.0000
2/19/13,0.1250,0.0000
2/20/13,0.1250,0.0000
2/21/13,0.1250,0.0000
2/22/13,0.1250,0.0000
2/25/13,0.1250,0.0000
2/26/13,0.1250,0.0000
2/27/13,0.1250,0.0000
2/28/13,0.1250,0.0000
3/1/13,0.1250,0.0000
3/4/13,0.1250,0.0000
3/5/13,0.1250,0.0000
3/6/13,0.1250,0.0000
3/7/13,0.1250,0.0000
3/8/13,0.1250,0.0000
3/11/13,0.1250,0.0000
3/12/13,0.1250,0.0000
3/13/13,0.1250,0.0000
3/14/13,0.1250,0.0000
3/15/13,0.1250,0.0000
3/18/13,0.1250,0.0000
3/19/13,0.1250,0.0000
3/20/13,0.1250,0.0000
3/21/13,0.1250,0.0000
3/22/13,0.1250,0.0000
3/25/13,0.1250,0.0000
3/26/13,0.1250,0.0000
3/27/13,0.1250,0.0000
3/28/13,0.1250,0.0000
3/29/13,0.1250,0.0000
4/1/13,0.1250,0.0000
4/2/13,0.1250,0.0000
4/3/13,0.1250,0.0000
4/4/13,0.1250,0.0000
4/5/13,0.1250,0.0000
4/8/13,0.1250,0.0000
4/9/13,0.1250,0.0000
4/10/13,0.1250,0.0000
4/11/13,0.1250,0.0000
4/12/13,0.1250,0.0000
4/15/13,0.1250,0.0000
4/16/13,0.1250,0.0000
4/17/13,0.1250,0.0000
4/18/13,0.1250,0.0000
4/19/13,0.1250,0.0000
4/22/13,0.1250,0.0000
4/23/13,0.1250,0.0000
4/24/13,0.1250,0.0000
4/25/13,0.1250,0.0000
4/26/13,0.1250,0.0000
4/29/13,0.1250,0.0000
4/30/13,0.1250,0.0000
5/1/13,0.1250,0.0000
5/2/13,0.1250,0.0000
5/3/13,0.1250,0.0000
5/6/13,0.1250,0.0000
5/7/13,0.1250,0.0000
5/8/13,0.1250,0.0000
5/9/13,0.1250,0.0000
5/10/13,0.1250,0.0000
5/13/13,0.1250,0.0000
5/14/13,0.1250,0.0000
5/15/13,0.1250,0.0000
5/16/13,0.1250,0.0000
5/17/13,0.1250,0.0000
5/20/13,0.1250,0.0000
5/21/13,0.1250,0.0000
5/22/13,0.1250,0.0000
5/23/13,0.1250,0.0000
5/24/13,0.1250,0.0000
5/27/13,0.1250,0.0000
5/28/13,0.1250,0.0000
5/29/13,0.1250,0.0000
5/30/13,0.1250,0.0000
5/31/13,0.1250,0.0000
6/3/13,0.1250,0.0000
6/4/13,0.1250,0.0000
6/5/13,0.1250,0.0000
6/6/13,0.1250,0.0000
6/7/13,0.1250,0.0000
6/10/13,0.1250,0.0000
6/11/13,0.1250,0.0000
6/12/13,0.1250,0.0000
6/13/13,0.1250,0.0000
6/14/13,0.1250,0.0000
6/17/13,0.1250,0.0000
6/18/13,0.1250,0.0000
6/19/13,0.1250,0.0000
6/20/13,0.1250,0.0000
6/21/13,0.1250,0.0000
6/24/13,0.1250,0.0000
6/25/13,0.1250,0.0000
6/26/13,0.1250,0.0000
6/27/13,0.1250,0.0000
6/28/13,0.1250,0.0000
7/1/13,0.1250,0.0000
7/2/13,0.1250,0.0000
7/3/13,0.1250,0.0000
7/4/13,0.1250,0.0000
7/5/13,0.1250,0.0000
7/8/13,0.1250,0.0000
7/9/13,0.1250,0.0000
7/10/13,0.1250,0.0000
7/11/13,0.1250,0.0000
7/12/13,0.1250,0.0000
7/15/13,0.1250,0.0000
7/16/13,0.1250,0.0000
7/17/13,0.1250,0.0000
7/18/13,0.1250,0.0000
7/19/13,0.1250,0.0000
7/22/13,0.1250,0.0000
7/23/13,0.1250,0.0000
7/24/13,0.1250,0.0000
7/25/13,0.1250,0.0000
7/26/13,0.1250,0.0000
7/29/13,0.1250,0.0000
7/30/13,0.1250,0.0000
7/31/13,0.1250,0.0000
8/1/13,0.1250,0.0000
8/2/13,0.1250,0.0000
8/5/13,0.1250,0.0000
8/6/13,0.1250,0.0000
8/7/13,0.1250,0.0000
8/8/13,0.1250,0.0000
8/9/13,0.1250,0.0000
8/12/13,0.1250,0.0000
8/13/13,0.1250,0.0000
8/14/13,0.1250,0.0000
8/15/13,0.1250,0.0000
8/16/13,0.1250,0.0000
8/19/13,0.1250,0.0000
8/20/13,0.1250,0.0000
8/21/13,0.1250,0.0000
8/22/13,0.1250,0.0000
8/23/13,0.1250,0.0000
8/26/13,0.1250,0.0000
8/27/13,0.1250,0.0000
8/28/13,0.1250,0.0000
8/29/13,0.1250,0.0000
8/30/13,0.1250,0.0000
9/2/13,0.1250,0.0000
9/3/13,0.1250,0.0000
9/4/13,0.1250,0.0000
9/5/13,0.1250,0.0000
9/6/13,0.1250,0.0000
9/9/13,0.1250,0.0000
9/10/13,0.1250,0.0000
9/11/13,0.1250,0.0000
9/12/13,0.1250,0.0000
9/13/13,0.1250,0.0000
9/16/13,0.1250,0.0000
9/17/13,0.1250,0.0000
9/18/13,0.1250,0.0000
9/19/13,0.1250,0.0000
9/20/13,0.1250,0.0000
9/23/13,0.1250,0.0000
9/24/13,0.1250,0.0000
9/25/13,0.1250,0.0000
9/26/13,0.1250,0.0000
9/27/13,0.1250,0.0000
9/30/13,0.1250,0.0000
10/1/13,0.1250,0.0000
10/2/13,0.1250,0.0000
10/3/13,0.1250,0.0000
10/4/13,0.1250,0.0000
10/7/13,0.1250,0.0000
10/8/13,0.1250,0.0000
10/9/13,0.1250,0.0000
10/10/13,0.1250,0.0000
10/11/13,0.1250,0.0000
10/14/13,0.1250,0.0000
10/15/13,0.1250,0.0000
10/16/13,0.1250,0.0000
10/17/13,0.1250,0.0000
10/18/13,0.1250,0.0000
10/21/13,0.1250,0.0000
10/22/13,0.1250,0.0000
10/23/13,0.1250,0.0000
10/24/13,0.1250,0.0000
10/25/13,0.1250,0.0000
10/28/13,0.1250,0.0000
10/29/13,0.1250,0.0000
10/30/13,0.1250,0.0000
10/31/13,0.1250,0.0000
11/1/13,0.1250,0.0000
11/4/13,0.1250,0.0000
11/5/13,0.1250,0.0000
11/6/13,0.1250,0.0000
11/7/13,0.1250,0.0000
11/8/13,0.1250,0.0000
11/11/13,0.1250,0.0000
11/12/13,0.1250,0.0000
11/13/13,0.1250,0.0000
11/14/13,0.1250,0.0000
11/15/13,0.1250,0.0000
11/18/13,0.1250,0.0000
11/19/13,0.1250,0.0000
11/20/13,0.1250,0.0000
11/21/13,0.1250,0.0000
11/22/13,0.1250,0.0000
11/25/13,0.1250,0.0000
11/26/13,0.1250,0.0000
11/27/13,0.1250,0.0000
11/28/13,0.1250,0.0000
11/29/13,0.1250,0.0000
12/2/13,0.1250,0.0000
12/3/13,0.1250,0.0000
12/4/13,0.1250,0.0000
12/5/13,0.1250,0.0000
12/6/13,0.1250,0.0000
12/9/13,0.1250,0.0000
12/10/13,0.1250,0.0000
12/11/13,0.1250,0.0000
12/12/13,0.1250,0.0000
12/13/13,0.1250,0.0000
12/16/13,0.1250,0.0000
12/17/13,0.1250,0.0000
12/18/13,0.1250,0.0000
12/19/13,0.1250,0.0000
12/20/13,0.1250,0.0000
12/23/13,0.1250,0.0000
12/24/13,0.1250,0.0000
12/25/13,0.1250,0.0000
12/26/13,0.1250,0.0000
12/27/13,0.1250,0.0000
12/30/13,0.1250,0.0000
12/31/13,0.1250,0.0000
1/1/14,0.1250,0.0000
1/2/14,0.1250,0.0000
1/3/14,0.1250,0.0000
1/6/14,0.1250,0.0000
1/7/14,0.1250,0.0000
1/8/14,0.1250,0.0000
1/9/14,0.1250,0.0000
1/10/14,0.1250,0.0000
1/13/14,0.1250,0.0000
1/14/14,0.1250,0.0000
1/15/14,0.1250,0.0000
1/16/14,0.1250,0.0000
1/17/14,0.1250,0.0000
1/20/14,0.1250,0.0000
1/21/14,0.1250,0.0000
1/22/14,0.1250,0.0000
1/23/14,0.1250,0.0000
1/24/14,0.1250,0.0000
1/27/14,0.1250,0.0000
1/28/14,0.1250,0.0000
1/29/14,0.1250,0.0000
1/30/14,0.1250,0.0000
1/31/14,0.1250,0.0000
2/3/14,0.1250,0.0000
2/4/14,0.1250,0.0000
2/5/14,0.1250,0.0000
2/6/14,0.1250,0.0000
2/7/14,0.1250,0.0000
2/10/14,0.1250,0.0000
2/11/14,0.1250,0.0000
2/12/14,0.1250,0.0000
2/13/14,0.1250,0.0000
2/14/14,0.1250,0.0000
2/17/14,0.1250,0.0000
2/18/14,0.1250,0.0000
2/19/14,0.1250,0.0000
2/20/14,0.1250,0.0000
2/21/14,0.1250,0.0000
2/24/14,0.1250,0.0000
2/25/14,0.1250,0.0000
2/26/14,0.1250,0.0000
2/27/14,0.1250,0.0000
2/28/14,0.1250,0.0000
3/3/14,0.1250,0.0000
3/4/14,0.1250,0.0000
3/5/14,0.1250,0.0000
3/6/14,0.1250,0.0000
3/7/14,0.1250,0.0000
3/10/14,0.1250,0.0000
3/11/14,0.1250,0.0000
3/12/14,0.1250,0.0000
3/13/14,0.1250,0.0000
3/14/14,0.1250,0.0000
3/17/14,0.1250,0.0000
3/18/14,0.1250,0.0000
3/19/14,0.1250,0.0000
3/20/14,0.1250,0.0000
3/21/14,0.1250,0.0000
3/24/14,0.1250,0.0000
3/25/14,0.1250,0.0000
3/26/14,0.1250,0.0000
3/27/14,0.1250,0.0000
3/28/14,0.1250,0.0000
3/31/14,0.1250,0.0000
4/1/14,0.1250,0.0000
4/2/14,0.1250,0.0000
4/3/14,0.1250,0.0000
4/4/14,0.1250,0.0000
4/7/14,0.1250,0.0000
4/8/14,0.1250,0.0000
4/9/14,0.1250,0.0000
4/10/14,0.1250,0.0000
4/11/14,0.1250,0.0000
4/14/14,0.1250,0.0000
4/15/14,0.1250,0.0000
4/16/14,0.1250,0.0000
4/17/14,0.1250,0.0000
4/18/14,0.1250,0.0000
4/21/14,0.1250,0.0000
4/22/14,0.1250,0.0000
4/23/14,0.1250,0.0000
4/24/14,0.1250,0.0000
4/25/14,0.1250,0.0000
4/28/14,0.1250,0.0000
4/29/14,0.1250,0.0000
4/30/14,0.1250,0.0000
5/1/14,0.1250,0.0000
5/2/14,0.1250,0.0000
5/5/14,0.1250,0.0000
5/6/14,0.1250,0.0000
5/7/14,0.1250,0.0000
5/8/14,0.1250,0.0000
5/9/14,0.1250,0.0000
5/12/14,0.1250,0.0000
5/13/14,0.1250,0.0000
5/14/14,0.1250,0.0000
5/15/14,0.1250,0.0000
5/16/14,0.1250,0.0000
5/19/14,0.1250,0.0000
5/20/14,0.1250,0.0000
5/21/14,0.1250,0.0000
5/22/14,0.1250,0.0000
5/23/14,0.1250,0.0000
5/26/14,0.1250,0.0000
5/27/14,0.1250,0.0000
5/28/14,0.1250,0.0000
5/29/14,0.1250,0.0000
5/30/14,0.1250,0.0000
6/2/14,0.1250,0.0000
6/3/14,0.1250,0.0000
6/4/14,0.1250,0.0000
6/5/14,0.1250,0.0000
6/6/14,0.1250,0.0000
6/9/14,0.1250,0.0000
6/10/14,0.1250,0.0000
6/11/14,0.1250,0.0000
6/12/14,0.1250,0.0000
6/13/14,0.1250,0.0000
6/16/14,0.1250,0.0000
6/17/14,0.1250,0.0000
6/18/14,0.1250,0.0000
6/19/14,0.1250,0.0000
6/20/14,0.1250,0.0000
6/23/14,0.1250,0.0000
6/24/14,0.1250,0.0000
6/25/14,0.1250,0.0000
6/26/14,0.1250,0.0000
6/27/14,0.1250,0.0000
6/30/14,0.1250,0.0000
7/1/14,0.1250,0.0000
7/2/14,0.1250,0.0000
7/3/14,0.1250,0.0000
7/4/14,0.1250,0.0000
7/7/14,0.1250,0.0000
7/8/14,0.1250,0.0000
7/9/14,0.1250,0.0000
7/10/14,0.1250,0.0000
7/11/14,0.1250,0.0000
7/14/14,0.1250,0.0000
7/15/14,0.1250,0.0000
7/16/14,0.1250,0.0000
7/17/14,0.1250,0.0000
7/18/14,0.1250,0.0000
7/21/14,0.1250,0.0000
7/22/14,0.1250,0.0000
7/23/14,0.1250,0.0000
7/24/14,0.1250,0.0000
7/25/14,0.1250,0.0000
7/28/14,0.1250,0.0000
7/29/14,0.1250,0.0000
7/30/14,0.1250,0.0000
7/31/14,0.1250,0.0000
8/1/14,0.1250,0.0000
8/4/14,0.1250,0.0000
8/5/14,0.1250,0.0000
8/6/14,0.1250,0.0000
8/7/14,0.1250,0.0000
8/8/14,0.1250,0.0000
8/11/14,0.1250,0.0000
8/12/14,0.1250,0.0000
8/13/14,0.1250,0.0000
8/14/14,0.1250,0.0000
8/15/14,0.1250,0.0000
8/18/14,0.1250,0.0000
8/19/14,0.1250,0.0000
8/20/14,0.1250,0.0000
8/21/14,0.1250,0.0000
8/22/14,0.1250,0.0000
8/25/14,0.1250,0.0000
8/26/14,0.1250,0.0000
8/27/14,0.1250,0.0000
8/28/14,0.1250,0.0000
8/29/14,0.1250,0.0000
9/1/14,0.1250,0.0000
9/2/14,0.1250,0.0000
9/3/14,0.1250,0.0000
9/4/14,0.1250,0.0000
9/5/14,0.1250,0.0000
9/8/14,0.1250,0.0000
9/9/14,0.1250,0.0000
9/10/14,0.1250,0.0000
9/11/14,0.1250,0.0000
9/12/14,0.1250,0.0000
9/15/14,0.1250,0.0000
9/16/14,0.1250,0.0000
9/17/14,0.1250,0.0000
9/18/14,0.1250,0.0000
9/19/14,0.1250,0.0000
9/22/14,0.1250,0.0000
9/23/14,0.1250,0.0000
9/24/14,0.1250,0.0000
9/25/14,0.1250,0.0000
9/26/14,0.1250,0.0000
9/29/14,0.1250,0.0000
9/30/14,0.1250,0.0000
10/1/14,0.1250,0.0000
10/2/14,0.1250,0.0000
10/3/14,0.1250,0.0000
10/6/14,0.1250,0.0000
10/7/14,0.1250,0.0000
10/8/14,0.1250,0.0000
10/9/14,0.1250,0.0000
10/10/14,0.1250,0.0000
10/13/14,0.1250,0.0000
10/14/14,0.1250,0.0000
10/15/14,0.1250,0.0000
10/16/14,0.1250,0.0000
10/17/14,0.1250,0.0000
10/20/14,0.1250,0.0000
10/21/14,0.1250,0.0000
10/22/14,0.1250,0.0000
10/23/14,0.1250,0.0000
10/24/14,0.1250,0.0000
10/27/14,0.1250,0.0000
10/28/14,0.1250,0.0000
10/29/14,0.1250,0.0000
10/30/14,0.1250,0.0000
10/31/14,0.1250,0.0000
11/3/14,0.1250,0.0000
11/4/14,0.1250,0.0000
11/5/14,0.1250,0.0000
11/6/14,0.1250,0.0000
11/7/14,0.1250,0.0000
11/10/14,0.1250,0.0000
11/11/14,0.1250,0.0000
11/12/14,0.1250,0.0000
11/13/14,0.1250,0.0000
11/14/14,0.1250,0.0000
11/17/14,0.1250,0.0000
11/18/14,0.1250,0.0000
11/19/14,0.1250,0.0000
11/20/14,0.1250,0.0000
11/21/14,0.1250,0.0000
11/24/14,0.1250,0.0000
11/25/14,0.1250,0.0000
11/26/14,0.1250,0.0000
11/27/14,0.1250,0.0000
11/28/14,0.1250,0.0000
12/1/14,0.1250,0.0000
12/2/14,0.1250,0.0000
12/3/14,0.1250,0.0000
12/4/14,0.1250,0.0000
12/5/14,0.1250,0.0000
12/8/14,0.1250,0.0000
12/9/14,0.1250,0.0000
12/10/14,0.1250,0.0000
12/11/14,0.1250,0.0000
12/12/14,0.1250,0.0000
12/15/14,0.1250,0.0000
12/16/14,0.1250,0.0000
12/17/14,0.1250,0.0000
12/18/14,0.1250,0.0000
12/19/14,0.1250,0.0000
12/22/14,0.1250,0.0000
12/23/14,0.1250,0.0000
12/24/14,0.1250,0.0000
12/25/14,0.1250,0.0000
12/26/14,0.1250,0.0000
12/29/14,0.1250,0.0000
12/30/14,0.1250,0.0000
12/31/14,0.1250,0.0000
1/1/15,0.1250,0.0000
1/2/15,0.1250,0.0000
1/5/15,0.1250,0.0000
1/6/15,0.1250,0.0000
1/7/15,0.1250,0.0000
1/8/15,0.1250,0.0000
1/9/15,0.1250,0.0000
1/12/15,0.1250,0.0000
1/13/15,0.1250,0.0000
1/14/15,0.1250,0.0000
1/15/15,0.1250,0.0000
1/16/15,0.1250,0.0000
1/19/15,0.1250,0.0000
